X,Y,OBJECTID,LocationID,LocationDesc,LocationNote,CountNote,CityName,CountyName,CountYear,CountTime,CountDate,WeatherCode,WeatherNote,HeritageSite,Bike_M_N_NH,Bike_M_N_H,Bike_F_N_NH,Bike_F_N_H,Bike_M_S_NH,Bike_M_S_H,Bike_F_S_NH,Bike_F_S_H,Bike_M_E_NH,Bike_M_E_H,Bike_F_E_NH,Bike_F_E_H,Bike_M_W_NH,Bike_M_W_H,Bike_F_W_NH,Bike_F_W_H,Bike_U_N,Bike_U_S,Bike_U_E,Bike_U_W,Bike_M_N,Bike_F_N,Bike_North,Bike_M_S,Bike_F_S,Bike_South,Bike_M_E,Bike_F_E,Bike_East,Bike_M_W,Bike_F_W,Bike_West,Bike_Total,Ped_M_N,Ped_F_N,Ped_U_N,Ped_North,Ped_M_S,Ped_F_S,Ped_U_S,Ped_South,Ped_M_E,Ped_F_E,Ped_U_E,Ped_East,Ped_M_W,Ped_F_W,Ped_U_W,Ped_West,Ped_Total,Other_N,Other_S,Other_E,Other_W,Other_Total,Latitude,Longitude,Deprecated,StartYear,CityFIPSLongPlaceCode,CountyFIPSLongPlaceCode,TimeSlot
-122.378769999586041,47.662359998658495,9760,Seattle39,Shilshole and 17th Ave NW,,data entered by Pete H. 10/23/2014,Seattle,King County,2014,PM,2014-10-01T00:00:00.000Z,,Sunny,No,4,88,4,33,0,0,0,0,11,28,3,12,5,48,2,17,,,,,4,4,129,0,0,0,11,3,54,5,2,72,255,,,,10,,,,0,,,,7,,,,16,33,0,0,0,0,0,47.66236,-122.37877,No,2011,5363000,53033,
-122.304640000282859,47.648059998798651,9761,Seattle4,Montlake Bridge,,,Seattle,King County,2009,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,292,,,,,0,47.64806,-122.30464,No,2009,5363000,53033,
-122.304640000282859,47.648059998798651,9762,Seattle4,Montlake Bridge,,,Seattle,King County,2009,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,219,,,,,1,47.64806,-122.30464,No,2009,5363000,53033,
-122.304640000282859,47.648059998798651,9763,Seattle4,Both sides of Montlake Bridge,,,Seattle,King County,2010,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,,,,,,,,,,,,,,,,,289,,,,,2,47.64806,-122.30464,No,2009,5363000,53033,
-122.304640000282859,47.648059998798651,9764,Seattle4,Montlake Bridge,,,Seattle,King County,2010,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,,,,,,,,,,,,,,,,,221,,,,,1,47.64806,-122.30464,No,2009,5363000,53033,
-122.304640000282859,47.648059998798651,9765,Seattle4,Montlake Bridge,,,Seattle,King County,2011,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,,,,,,,,,,,,,,,263,,,,,0,47.64806,-122.30464,No,2009,5363000,53033,
-122.304640000282859,47.648059998798651,9766,Seattle4,Montlake Bridge - combined,,,Seattle,King County,2011,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,,,,,,,,,,,,,,,,,394,,,,,0,47.64806,-122.30464,No,2009,5363000,53033,
-122.304640000282859,47.648059998798651,9767,Seattle4,Montlake Bridge,,,Seattle,King County,2012,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,,,,,,,,,,,,,,,,,358,,,,,2,47.64806,-122.30464,No,2009,5363000,53033,
-122.304640000282859,47.648059998798651,9768,Seattle4,Montlake Bridge,,,Seattle,King County,2012,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,,,,,,,,,,,,,,,,,480,,,,,0,47.64806,-122.30464,No,2009,5363000,53033,
-122.304640000282859,47.648059998798651,9769,Seattle4,Montlake Bridge,,Montlake Bridge,Seattle,King County,2013,PM,2013-10-03T00:00:00.000Z,,"Clear and dry  
Low 50s",Yes,5,109,0,21,14,107,0,36,,,,,,,,,,,,,5,0,135,14,0,157,,,,,,,292,55,61,,116,114,150,,264,,,,,,,,,380,1,2,,,3,47.64806,-122.30464,No,2009,5363000,53033,
-122.304640000282859,47.648059998798651,9770,Seattle4,Montlake Bridge,,,Seattle,King County,2013,AM,2013-10-03T00:00:00.000Z,,"Mostly cloudy, temperature in the low 50s",Yes,2,92,0,42,1,86,0,19,0,0,0,0,0,0,0,0,,,,,2,0,136,1,0,106,0,0,0,0,0,0,242,78,114,,192,31,27,,58,0,0,,0,0,0,,0,250,0,1,0,0,1,47.64806,-122.30464,No,2009,5363000,53033,
-122.304640000282859,47.648059998798651,9771,Seattle4,Montlake Bridge,,,Seattle,King County,2014,PM,2014-10-02T00:00:00.000Z,,Sunny - 65 degrees - no wind,Yes,4,144,0,46,10,111,2,58,,,,,,,,,,,,,4,0,194,10,2,181,,,,,,,375,,,,96,,,,235,,,,,,,,,331,1,3,,,4,47.64806,-122.30464,No,2009,5363000,53033,
-122.340430000287057,47.636469999349423,9772,Seattle40,Westlake Ave & Highland,,,Seattle,King County,2011,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,,,,,,,,,,,,,,,279,,,,,1,47.63647,-122.34043,No,2011,5363000,53033,
-122.340430000287057,47.636469999349423,9773,Seattle40,Westlake Ave (Cheshuihud Trail),,,Seattle,King County,2012,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,,,,,,,,,,,,,,,,,262,,,,,2,47.63647,-122.34043,No,2011,5363000,53033,
-122.340430000287057,47.636469999349423,9774,Seattle40,Westlake Ave (Cheshuihud Trail),,,Seattle,King County,2012,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,,,,,,,,,,,,,,,,414,,,,,7,47.63647,-122.34043,No,2011,5363000,53033,
-122.340430000287057,47.636469999349423,9775,Seattle40,Westlake Ave (Cheshiahud Trail),,,Seattle,King County,2013,AM,2013-10-03T00:00:00.000Z,,"Partly cloudy, 55 degrees",No,3,16,0,6,4,136,1,58,,,,,0,0,0,0,,,,,3,0,25,4,1,199,,,,0,0,0,224,13,22,,35,47,30,,77,,,,,0,0,,0,112,0,0,,0,0,47.63647,-122.34043,No,2011,5363000,53033,
-122.340430000287057,47.636469999349423,9776,Seattle40,Westlake Ave (Cheshiahud Trail),,,Seattle,King County,2013,PM,2013-10-02T00:00:00.000Z,,"Mostly cloudy, 50 degress",No,2,99,1,35,1,19,0,10,,,,,0,0,0,0,,,,,2,1,137,1,0,30,,,,0,0,0,167,73,55,,128,35,32,,67,,,,,0,0,,0,195,0,0,,0,0,47.63647,-122.34043,No,2011,5363000,53033,
-122.340430000287057,47.636469999349423,9777,Seattle40,Westlake Ave (Cheshiahud Trail),,"I counted at 2734 Westlake Ave N, right where the Cheshiahud Trail splits to either go up to the Fremont Bridge or continue under the Fremont Bridge. Very dangerous spot--driveway onto Westlake from the Westlake parking lot was very active with cars and n",Seattle,King County,2014,PM,2014-10-02T00:00:00.000Z,,Sunny and 65 degrees,No,,,,,,,,,12,50,0,21,20,191,1,67,,,,,,,,,,,12,0,83,20,1,279,362,,,,,,,,,,,,104,,,,140,244,,,,1,1,47.63647,-122.34043,No,2011,5363000,53033,
-122.315473999882769,47.659828998933349,9778,Seattle41,12th Ave & 43rd St,,,Seattle,King County,2012,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,354,,,,,0,47.659829,-122.315474,No,2012,5363000,53033,
-122.315473999882769,47.659828998933349,9779,Seattle41,12th Ave & 43rd St,,,Seattle,King County,2012,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,674,,,,,3,47.659829,-122.315474,No,2012,5363000,53033,
-122.315473999882769,47.659828998933349,9780,Seattle41,12th Ave & 43rd St,,,Seattle,King County,2013,AM,2013-10-02T00:00:00.000Z,,Dark and rainy,No,0,4,0,2,3,3,0,0,1,9,2,3,2,10,0,1,,,,,0,0,6,3,0,6,1,2,15,2,0,13,40,7,11,,18,11,11,,22,116,103,,219,48,58,,106,365,0,0,0,0,0,47.659829,-122.315474,No,2012,5363000,53033,
-122.315473999882769,47.659828998933349,9781,Seattle41,12th Ave & 43rd St,,,Seattle,King County,2013,AM,2013-10-02T00:00:00.000Z,,"Partly sunny, 55 degrees F",No,0,4,0,1,0,1,0,0,1,8,0,6,2,10,0,6,,,,,0,0,5,0,0,1,1,0,15,2,0,18,39,17,16,,33,3,5,,8,57,72,,129,90,70,,160,330,0,0,0,0,0,47.659829,-122.315474,No,2012,5363000,53033,
-122.315473999882769,47.659828998933349,9782,Seattle41,12th Ave & 43rd St,,,Seattle,King County,2014,AM,2014-10-01T00:00:00.000Z,,Sunny brisk fall day,No,2,7,0,9,0,7,1,6,1,1,1,3,2,5,0,2,,,,,2,0,18,0,1,14,1,1,6,2,0,9,47,,,,35,,,,58,,,,135,,,,76,304,,,,,0,47.659829,-122.315474,No,2012,5363000,53033,
-122.315473999882769,47.659828998933349,9783,Seattle41,12th Ave & 43rd St,,NE 43rd St 1/2 block east of the count location was closed due to light rail construction.   This likely caused an abnormally low east/west count.  Cars and scooter counts are lumped together in the Other category.  The tab order in the form on this page ,Seattle,King County,2014,PM,2014-09-30T00:00:00.000Z,,"Dry, overcast",No,9,15,0,6,2,13,1,7,1,5,0,4,1,6,0,4,,,,,9,0,30,2,1,23,1,0,10,1,0,11,74,,,,69,,,,127,,,,177,,,,173,546,153,207,37,123,520,47.659829,-122.315474,No,2012,5363000,53033,
-122.314438999601691,47.655356999057751,9784,Seattle42,Brooklyn Ave & 40th St,,,Seattle,King County,2012,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,502,,,,,0,47.655357,-122.314439,No,2012,5363000,53033,
-122.314438999601691,47.655356999057751,9785,Seattle42,Brooklyn Ave & 40th St,,,Seattle,King County,2012,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,691,,,,,0,47.655357,-122.314439,No,2012,5363000,53033,
-122.314438999601691,47.655356999057751,9786,Seattle42,Brooklyn Ave & 40th St,,,Seattle,King County,2014,AM,2014-10-02T00:00:00.000Z,,Partly sunny and 55*,No,2,16,3,4,5,22,3,8,18,104,10,68,42,233,8,138,,,,,2,3,25,5,3,38,18,10,200,42,8,421,684,,,,132,,,,102,,,,208,,,,211,653,0,0,3,2,5,47.655357,-122.314439,No,2012,5363000,53033,
-122.314438999601691,47.655356999057751,9787,Seattle42,Brooklyn Ave & 40th St,,Pedestrian count is under reported by about 30%.  I focused on the bikes while numerous pedestrians were also crossing in various directions,Seattle,King County,2014,PM,2014-10-02T00:00:00.000Z,,Sunny,No,5,32,,15,6,11,1,1,13,203,3,36,18,173,2,76,,,,,5,,52,6,1,19,13,3,255,18,2,269,595,,,,156,,,,85,,,,283,,,,394,918,,,1,2,3,47.655357,-122.314439,No,2012,5363000,53033,
-122.316758999952839,47.612855999327586,9788,Seattle43,E Madison Street and 12th Ave,,"my location wasn't on the dropdown menu.
12th + Madison",Seattle,King County,2014,AM,2014-10-02T00:00:00.000Z,,sunny,No,4,58,0,35,3,39,0,30,0,1,0,2,2,38,0,15,,,,,4,0,97,3,0,72,0,0,3,2,0,55,227,,,,164,,,,126,,,,78,,,,230,598,,1,,,1,47.612856,-122.316759,No,2014,5363000,53033,
-122.316758999952839,47.612855999327586,9789,Seattle43,E Madison Street and 12th Ave,,"<y location is not in the drop down above.  I counted at  E. Madison Street and 12th Ave.

I ran out of space and had to quit countine pedestrians at 5:25 PM",Seattle,King County,2014,PM,2014-10-01T00:00:00.000Z,,"Sunny, reasonably warm",No,10,66,0,37,17,60,3,23,7,33,0,4,5,10,0,2,,,,,10,0,113,17,3,103,7,0,44,5,0,17,277,,,,202,,,,205,,,,220,,,,85,712,,2,,,2,47.612856,-122.316759,No,2014,5363000,53033,
-122.327807999655008,47.613909999035627,9790,Seattle44,Pike and Melrose,,there is a lot of construction around...lots of construction workers in the area.,Seattle,King County,2014,AM,2014-09-30T00:00:00.000Z,,"cloudy, no rain, 60's",No,,7,,,,37,,13,,13,,6,10,133,1,50,,,,,,,7,,,50,,,19,10,1,194,270,,,,40,,,,115,,,,213,,,,457,825,,,1,3,4,47.61391,-122.327808,No,2014,5363000,53033,
-122.327807999655008,47.613909999035627,9791,Seattle44,E Pike & Melrose,,Location E Pike & Melrose,Seattle,King County,2014,PM,2014-10-01T00:00:00.000Z,,Partly sunny,No,6,28,0,14,0,14,0,3,14,68,2,19,12,3,1,0,,,,,6,0,48,0,0,17,14,2,103,12,1,16,184,,,,166,,,,77,,,,644,,,,316,1203,,,,,0,47.61391,-122.327808,No,2014,5363000,53033,
-122.299009999932451,47.630236998695572,9792,Seattle45,26th and E Highland,,26th and E. Highland,Seattle,King County,2014,AM,2014-09-30T00:00:00.000Z,,Partly Cloudy / Cool,No,1,45,0,11,0,20,0,12,0,0,0,0,0,0,0,0,,,,,1,0,57,0,0,32,0,0,0,0,0,0,89,,,,16,,,,4,,,,0,,,,0,20,2,,,,2,47.630237,-122.29901,No,2014,5363000,53033,
-122.31274700034983,47.619936998705001,9793,Seattle46,15th Ave E and John,,15th Ave E and John,Seattle,King County,2014,AM,2014-09-30T00:00:00.000Z,,,No,1,6,1,2,3,13,,5,,,,,3,11,,3,,,,,1,1,10,3,,21,,,,3,,17,48,,,,178,,,,171,,,,33,,,,41,423,,,,,0,47.619937,-122.312747,No,2014,5363000,53033,
-122.3278569996382,47.618519999071601,9794,Seattle47,Melrose & Denny Way,,,Seattle,King County,2014,PM,2014-10-01T00:00:00.000Z,,"partly cloudy; 65 degrees",No,,34,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,34,,,,,,,,,,,,,,,,,0,,,,,0,47.61852,-122.327857,No,2014,5363000,53033,
-122.316768000206935,47.606185998891419,9795,Seattle48,12th & Jefferson,,"Location: 12th & Jefferson

 My location wasn't listed in the drop-down menu as an option.",Seattle,King County,2014,PM,2014-09-30T00:00:00.000Z,,partly sunny with clouds and a few rain drops,No,18,52,2,17,8,40,1,22,3,15,1,9,1,2,0,1,,,,,18,2,89,8,1,71,3,1,28,1,0,4,192,,,,151,,,,103,,,,144,,,,120,518,0,1,1,0,2,47.606186,-122.316768,No,2014,5363000,53033,
-122.327888000577204,47.615197999422023,9796,Seattle49,E Pine and Melrose ,,East Pine and Melrose Streets,Seattle,King County,2014,PM,2014-09-30T00:00:00.000Z,,Sunny 68F and beautiful,No,1,20,0,6,0,16,4,4,4,58,2,5,8,26,3,3,,,,,1,0,27,0,4,24,4,2,69,8,3,40,160,,,,58,,,,108,,,,267,,,,321,754,0,0,0,0,0,47.615198,-122.327888,No,2014,5363000,53033,
-122.357599000264926,47.571251999023069,9797,Seattle5,Duwamish Trail & Lower W Seattle Bridge,,,Seattle,King County,2009,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,17,,,,,0,47.571252,-122.357599,No,2009,5363000,53033,
-122.357599000264926,47.571251999023069,9798,Seattle5,Duwamish Trail & Lower W Seattle Bridge,,,Seattle,King County,2010,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,17,,,,,0,47.571252,-122.357599,No,2009,5363000,53033,
-122.357599000264926,47.571251999023069,9799,Seattle5,Spokane St W of Low bridge,,,Seattle,King County,2010,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,,,,,,,,,,,,,,,18,,,,,0,47.571252,-122.357599,No,2009,5363000,53033,
-122.357599000264926,47.571251999023069,9800,Seattle5,Duwamish Trail & Lower W Seattle Bridge,,,Seattle,King County,2011,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,,,,,,,,,,,,,,,,13,,,,,0,47.571252,-122.357599,No,2009,5363000,53033,
-122.357599000264926,47.571251999023069,9801,Seattle5,Duwamish Trail & Lower W Seattle Bridge,,,Seattle,King County,2012,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,,,,,,,,,,,,,,,,,20,,,,,0,47.571252,-122.357599,No,2009,5363000,53033,
-122.357599000264926,47.571251999023069,9802,Seattle5,Duwamish Trail & Lower W Seattle Bridge,,,Seattle,King County,2012,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,,,,,,,,,,,,,,,,71,,,,,0,47.571252,-122.357599,No,2009,5363000,53033,
-122.357599000264926,47.571251999023069,9803,Seattle5,Duwamish Trail & Lower W Seattle Bridge,,"No northbound route.  Only East, South and West bound.",Seattle,King County,2013,AM,2013-10-03T00:00:00.000Z,,"Cool, cloudy, good visibility",Yes,0,0,0,0,2,17,0,3,3,153,0,35,1,16,0,3,,,,,0,0,0,2,0,22,3,0,191,1,0,20,233,0,0,,0,3,3,,6,6,5,,11,1,2,,3,20,0,0,0,0,0,47.571252,-122.357599,No,2009,5363000,53033,
-122.357599000264926,47.571251999023069,9804,Seattle5,Duwamish Trail & Lower W Seattle Bridge,,"Paths converge at a sort of Y- Westbound was counted as the Alki Trail, E as the lower W Seattle Bridge, S as the Duwamish River trail. Northbound is not applicable.",Seattle,King County,2013,PM,2013-10-02T00:00:00.000Z,,"overcast and chilly, weather had been very wet in the morning.",Yes,0,0,0,0,2,76,0,12,2,17,0,5,1,38,0,3,,,,,0,0,0,2,0,90,2,0,24,1,0,42,156,0,0,,0,3,4,,7,2,0,,2,4,2,,6,15,0,0,0,0,0,47.571252,-122.357599,No,2009,5363000,53033,
-122.357599000264926,47.571251999023069,9805,Seattle5,Duwamish Trail & Lower W Seattle Bridge,,,Seattle,King County,2014,AM,2014-10-02T00:00:00.000Z,,Perfectly cool and clear,Yes,,,,,,10,,3,10,188,1,39,1,14,,1,,,,,,,,,,13,10,1,238,1,,16,267,,,,,,,,2,,,,12,,,,,14,,,,,0,47.571252,-122.357599,No,2009,5363000,53033,
-122.357599000264926,47.571251999023069,9806,Seattle5,Duwamish Trail & Lower W Seattle Bridge,,,Seattle,King County,2014,PM,2014-10-01T00:00:00.000Z,,"Cloudy and cool, partial sun breaks",Yes,,,,,0,8,0,4,4,33,0,4,11,202,2,47,,,,,,,,0,0,12,4,0,41,11,2,262,315,,,,,,,,3,,,,5,,,,16,24,0,0,0,0,0,47.571252,-122.357599,No,2009,5363000,53033,
-122.347060000214469,47.649099999224084,9807,Seattle6,Aurora Bridge & Burke Gilman Trail,,,Seattle,King County,2009,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,,,,,,,,,,,,,,,,107,,,,,4,47.6491,-122.34706,No,2009,5363000,53033,
-122.347060000214469,47.649099999224084,9808,Seattle6,Aurora Bridge/Burke Gilman,,,Seattle,King County,2010,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,64,,,,,0,47.6491,-122.34706,No,2009,5363000,53033,
-122.347060000214469,47.649099999224084,9809,Seattle6,Aurora Bridge/Burke Gilman,,,Seattle,King County,2010,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,,,,,,,,,,,,,,,,,222,,,,,7,47.6491,-122.34706,No,2009,5363000,53033,
-122.347060000214469,47.649099999224084,9810,Seattle6,Aurora Bridge @ Burke Gilman Trail,,,Seattle,King County,2011,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,75,,,,,2,47.6491,-122.34706,No,2009,5363000,53033,
-122.347060000214469,47.649099999224084,9811,Seattle6,Aurora Bridge & Burke Gilman Trail,,,Seattle,King County,2011,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,,,,,,,,,,,,,,,,,194,,,,,3,47.6491,-122.34706,No,2009,5363000,53033,
-122.347060000214469,47.649099999224084,9812,Seattle6,Aurora Bridge & Burke Gilman Trail,,,Seattle,King County,2012,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,91,,,,,0,47.6491,-122.34706,No,2009,5363000,53033,
-122.347060000214469,47.649099999224084,9813,Seattle6,Aurora Bridge & Burke Gilman Trail,,,Seattle,King County,2012,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,,,,,,,,,,,,,,,,,173,,,,,3,47.6491,-122.34706,No,2009,5363000,53033,
-122.347060000214469,47.649099999224084,9814,Seattle6,Aurora Bridge & Burke Gilman Trail,,"Only 2 directions of travel here: EB & WB.  FYI, I stood directly under the Aurora  bridge on the trail, as described.  This is right next to the canal.  I did NOT count people just a little east of me, which is almost under the bridge, who entered or exi",Seattle,King County,2013,AM,2013-10-03T00:00:00.000Z,,"Dry, forecast for sun later (after days of steady rain).  Coldest morning of the season so far at 50 degrees.  ",No,0,0,0,0,0,0,0,0,5,70,5,50,1,38,0,8,,,,,0,0,0,0,0,0,5,5,130,1,0,47,177,0,0,,0,0,0,,0,11,19,,30,8,34,,42,72,0,0,,,0,47.6491,-122.34706,No,2009,5363000,53033,
-122.347060000214469,47.649099999224084,9815,Seattle6,Aurora Bridge & Burke Gilman Trail,,a fair number of cyclists did not pass by me because they left the trail to take a short cut through the building complex parking lot.,Seattle,King County,2013,PM,2013-10-02T00:00:00.000Z,,partly cloudy to overcast,No,,,,,,,,,5,27,1,11,6,95,,36,,,,,,,,,,,5,1,44,6,,137,181,,,,,,,,,44,48,,92,45,43,,88,180,,,3,3,6,47.6491,-122.34706,No,2009,5363000,53033,
-122.347060000214469,47.649099999224084,9816,Seattle6,Aurora Bridge & Burke Gilman Trail,,"Stood directly under bridge on B-G trail, counting only east-west travel - same as my last year's count here.  Informally also counted adjacent Aurora-B-G-Northlake Way junction, which I can give you separately.   ",Seattle,King County,2014,AM,2014-10-02T00:00:00.000Z,,"Beautiful!  Sunny, clear, dry surface, 55 degrees and climbing.  ",No,,,,,,,,,3,99,1,60,9,49,0,21,,,,,,,,,,,3,1,163,9,0,79,242,,,,,,,,,,,,38,,,,46,84,,,0,0,0,47.6491,-122.34706,No,2009,5363000,53033,
-122.347060000214469,47.649099999224084,9817,Seattle6,Aurora Bridge & Burke Gilman Trail,,"southbound note: I marked those going south on Burke-Gilman as ""southbound"" and for  those heading north on Burke-Gilman as going ""eastbound""",Seattle,King County,2014,PM,2014-10-02T00:00:00.000Z,,sunny,No,,,,,12,175,4,95,23,114,1,30,3,39,1,8,,,,,,,,12,4,286,23,1,168,3,1,51,505,,,,,,,,154,,,,112,,,,7,273,,3,2,,5,47.6491,-122.34706,No,2009,5363000,53033,
-122.325910000671556,47.679319999392433,9818,Seattle8,NE Ravenna Blvd & E Greenlake & NE 71 St,,,Seattle,King County,2009,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,,,224,,,,,3,47.67932,-122.32591,No,2009,5363000,53033,
-122.325910000671556,47.679319999392433,9819,Seattle8,NE Ravenna Blvd & E Greenlake & NE 71 St,,,Seattle,King County,2009,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,187,,,,,0,47.67932,-122.32591,No,2009,5363000,53033,
-122.325910000671556,47.679319999392433,9820,Seattle8,Greenlake/Ravenna/71st,,,Seattle,King County,2010,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,236,,,,,1,47.67932,-122.32591,No,2009,5363000,53033,
-122.325910000671556,47.679319999392433,9821,Seattle8,NE Ravenna Blvd & E Greenlake & NE 71st,,,Seattle,King County,2010,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,,,,,,,,,,,,,,,,,771,,,,,11,47.67932,-122.32591,No,2009,5363000,53033,
-122.325910000671556,47.679319999392433,9822,Seattle8,NE Ravenna Blvd & E Greenlake & NE 71 St,,,Seattle,King County,2011,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,146,,,,,0,47.67932,-122.32591,No,2009,5363000,53033,
-122.325910000671556,47.679319999392433,9823,Seattle8,NE Ravenna Blvd & E Greenlake & NE 71 St,,,Seattle,King County,2011,PM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,,,,,,,,,,,,,,,,,760,,,,,6,47.67932,-122.32591,No,2009,5363000,53033,
-122.325910000671556,47.679319999392433,9824,Seattle8,NE Ravenna Blvd & E Greenlake & NE 71 St,,,Seattle,King County,2012,AM,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,198,,,,,8,47.67932,-122.32591,No,2009,5363000,53033,
-122.325910000671556,47.679319999392433,9825,Seattle8,NE Ravenna Blvd & E Greenlake & NE 71 St,,Westbound includes both path that goes west towards Green Lake and E Green Lake Wy N street,Seattle,King County,2013,AM,2013-10-03T00:00:00.000Z,,cloudy 52 degrees,Yes,1,18,0,4,3,82,0,29,1,1,0,1,1,36,0,13,,,,,1,0,23,3,0,114,1,0,3,1,0,50,190,26,44,,70,12,31,,43,9,13,,22,37,38,,75,210,0,1,0,0,1,47.67932,-122.32591,No,2009,5363000,53033,
-122.325910000671556,47.679319999392433,9826,Seattle8,NE Ravenna Blvd & E Greenlake & NE 71 St,,"The intersection abuts the Greenlake trail. I did not count anyone on the trail, just those who used the intersection. North was 71st St., south was either into Greenlake or along Greenlake Way, West was Greenlake Dr., and East was Ravenna Blvd. ",Seattle,King County,2013,PM,2013-10-02T00:00:00.000Z,,Partly Cloudy,Yes,0,3,0,0,3,18,1,12,2,13,0,4,5,51,2,24,,,,,0,0,3,3,1,34,2,0,19,5,2,82,138,27,39,,66,73,93,,166,41,71,,112,56,76,,132,476,1,,,,1,47.67932,-122.32591,No,2009,5363000,53033,
-122.325910000671556,47.679319999392433,9827,Seattle8,NE Ravenna Blvd & E Greenlake & NE 71 St,,,Seattle,King County,2014,AM,2014-10-02T00:00:00.000Z,,Clear.  Sunny.  Warm.,Yes,3,6,1,12,1,76,,47,,5,,3,,40,,13,,,,,3,1,22,1,,124,,,8,,,53,207,,,,73,,,,52,,,,71,,,,100,296,,,,,0,47.67932,-122.32591,No,2009,5363000,53033,
-122.325910000671556,47.679319999392433,9828,Seattle8,NE Ravenna Blvd & E Greenlake & NE 71 St,,"LOCATION:
NE 71ST & RAVENNA BLVD & E GREENLAKE WAY


",Seattle,King County,2014,PM,2014-09-30T00:00:00.000Z,,"sunny, warm",Yes,5,96,,39,5,32,2,13,3,12,2,15,1,6,1,5,,,,,5,,140,5,2,52,3,2,32,1,1,13,237,,,,128,,,,119,,,,150,,,,146,543,2,,1,125,128,47.67932,-122.32591,No,2009,5363000,53033,
-122.316430000239947,47.594349998766432,9829,Seattle9,Jose Rizal Bridge & I-90 Trail,,,Seattle,King County,2009,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,107,,,,,0,47.59435,-122.31643,No,2009,5363000,53033,
-122.316430000239947,47.594349998766432,9830,Seattle9,Jose Rizal Bridge & I-90 Trail,,,Seattle,King County,2009,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,103,,,,,0,47.59435,-122.31643,No,2009,5363000,53033,
